Seat_Class,Booking_Channel,Origin,Destination,Distance_km,Route_Category,Customer_Segment,Loyalty_Status,Booking_Frequency_Qtr,Average_Spend_GBP,Total_Seats,Seats_Sold_Realized,Remaining_Seats_Realized,Demand_Index,Base_Price_At_Booking,Days_Before_Travel,Price_Premium,Load_Factor,Ticket_Price_GBP
Standard,Web,Glasgow,Rotterdam,757.4,Long,Student,Silver,12,172.41,150,50,100,2.448,118.21,69,1.032,0.336,175.94
Business,Web,Edinburgh,Brussels,907.3,Long,Leisure,None,19,415.27,300,245,55,1.138,147.1,9,1.125,0.819,160.53
Standard,Web,Manchester,Paris,69.1,Short,Business,None,10,478.1,100,44,56,1.411,26.04,25,1.157,0.444,24.14
First,Web,London,Paris,524.8,Medium,Business,Silver,11,415.82,200,183,17,1.906,117.02,40,1.029,0.917,146.76
First,Mobile,Birmingham,Brussels,252.9,Medium,Leisure,Platinum,9,210.5,200,145,55,0.872,91.88,25,1.191,0.727,79.51
Standard,Agent,Edinburgh,Cologne,158.5,Short,Business,Silver,15,98.14,100,64,36,1.59,49.66,51,1.028,0.64,60.47
Standard,Mobile,Glasgow,Cologne,1236.5,Long,Business,None,16,355.22,250,94,156,0.518,184.73,121,1.037,0.378,157.76
Standard,Station,Bristol,Lyon,256.9,Medium,Student,None,12,453.77,300,117,183,1.047,64.55,146,1.039,0.391,61.07
First,Web,Manchester,Paris,426.4,Medium,Leisure,None,0,212.7,200,77,123,2.677,100.91,87,0.977,0.385,155.92
Standard,Mobile,Manchester,Paris,124.5,Short,Leisure,None,8,39.57,200,89,111,0.526,43.29,162,0.982,0.448,38.39
Standard,Station,Bristol,Frankfurt,139.2,Short,Senior,Platinum,7,79.69,150,55,95,1.432,59.44,53,1.03,0.373,68.57
First,Mobile,Glasgow,Amsterdam,190.6,Short,Business,None,17,203.68,150,78,72,2.822,87.84,47,1.043,0.525,136.36
Standard,Mobile,Edinburgh,Lyon,62.1,Short,Business,None,0,259.65,100,86,14,2.475,47.45,152,1.031,0.868,75.39
Standard,Mobile,Manchester,Frankfurt,528.2,Medium,Leisure,None,2,159.47,100,40,60,0.872,96.04,61,0.972,0.403,89.63
Standard,Mobile,Leeds,Rotterdam,1375.9,Long,Leisure,Platinum,0,254.0,250,127,123,1.267,193.44,57,1.049,0.51,187.25
Standard,Web,Glasgow,Amsterdam,250.5,Medium,Senior,Silver,0,480.22,200,123,77,2.323,68.01,77,1.013,0.615,92.11
First,Station,Glasgow,Rotterdam,148.4,Short,Leisure,Gold,18,56.98,300,219,81,1.876,73.61,148,0.998,0.73,90.23
Standard,Agent,Birmingham,Paris,155.3,Short,Senior,Gold,17,405.68,250,116,134,2.492,49.5,71,1.047,0.466,70.33
Standard,Web,Edinburgh,Amsterdam,419.5,Medium,Leisure,Platinum,11,238.56,300,219,81,0.916,86.15,115,1.04,0.73,76.03
Business,Mobile,Glasgow,Paris,401.2,Medium,Leisure,None,5,333.77,300,128,172,1.421,87.73,162,1.009,0.429,90.81
Standard,Mobile,Bristol,Cologne,886.0,Long,Leisure,None,16,485.3,200,147,53,2.392,150.75,54,0.986,0.739,208.23
Business,Mobile,Glasgow,Frankfurt,1220.2,Long,Business,Gold,11,240.59,100,85,15,1.532,197.56,65,0.997,0.852,221.42
Business,Mobile,Edinburgh,Paris,857.0,Long,Student,Silver,1,66.1,100,31,69,2.162,159.4,179,1.005,0.316,216.92
Standard,Station,Leeds,Amsterdam,119.0,Short,Senior,Gold,3,417.4,100,95,5,0.989,46.38,117,1.011,0.955,36.93
Standard,Web,Glasgow,Frankfurt,1371.6,Long,Leisure,Silver,6,147.06,300,239,61,2.13,196.42,41,1.02,0.799,263.7
First,Web,Edinburgh,Amsterdam,63.4,Short,Leisure,Silver,1,454.5,250,241,9,0.932,63.07,129,1.009,0.965,59.57
Standard,Station,Glasgow,Amsterdam,411.3,Medium,Business,Platinum,19,59.33,100,48,52,2.405,76.54,153,1.037,0.485,99.98
Standard,Mobile,London,Brussels,394.4,Medium,Business,Platinum,19,129.43,200,191,9,1.855,75.78,52,0.96,0.957,79.31
First,Station,Bristol,Paris,351.4,Medium,Leisure,None,14,484.67,150,92,58,1.576,96.01,81,1.045,0.617,105.15
Standard,Web,Birmingham,Paris,139.6,Short,Leisure,Silver,6,442.52,150,60,90,0.676,60.91,71,0.969,0.406,47.31
Business,Web,Bristol,Amsterdam,206.3,Medium,Leisure,Silver,18,125.04,250,204,46,2.163,74.12,144,0.978,0.816,95.94
Standard,Agent,London,Rotterdam,123.9,Short,Business,None,2,392.7,150,117,33,0.976,41.82,21,1.184,0.786,43.49
Standard,Web,Bristol,Cologne,122.9,Short,Business,None,8,61.42,150,141,9,0.805,50.88,130,0.991,0.945,52.46
Standard,Station,Bristol,Paris,406.4,Medium,Business,Silver,11,95.77,150,76,74,0.891,82.46,69,1.01,0.513,78.52
Business,Station,Birmingham,Lyon,791.2,Long,Leisure,Platinum,17,107.49,150,111,39,0.962,143.38,5,1.409,0.74,136.5
First,Mobile,London,Cologne,786.8,Long,Student,None,2,40.73,150,145,5,2.212,136.71,73,0.963,0.972,177.69
First,Web,Bristol,Cologne,458.9,Medium,Leisure,Gold,8,252.6,100,91,9,1.718,112.15,146,0.99,0.911,133.4
Standard,Mobile,Leeds,Cologne,63.9,Short,Leisure,None,5,207.51,300,262,38,1.668,50.14,19,1.191,0.876,68.51
Standard,Station,Glasgow,Paris,95.9,Short,Business,Silver,4,303.0,200,183,17,1.657,49.73,6,1.356,0.915,65.7
Standard,Web,Bristol,Cologne,174.6,Short,Business,None,8,350.59,200,178,22,1.529,51.32,63,1.02,0.891,62.58
Standard,Web,Manchester,Cologne,693.4,Long,Leisure,None,13,305.76,200,112,88,1.788,130.23,155,1.0,0.565,165.21
Standard,Web,Bristol,Frankfurt,387.2,Medium,Senior,Platinum,1,153.67,150,46,104,0.901,78.85,159,0.953,0.311,57.15
Standard,Web,Birmingham,Paris,1201.8,Long,Business,Platinum,2,59.67,250,247,3,1.209,181.46,149,0.998,0.991,166.86
Standard,Station,Manchester,Cologne,256.7,Medium,Leisure,None,0,371.37,300,252,48,0.751,62.13,14,1.139,0.842,55.97
Business,Station,Leeds,Rotterdam,325.0,Medium,Business,Silver,3,168.38,200,91,109,2.592,77.2,2,1.414,0.458,130.87
Standard,Agent,Glasgow,Lyon,1102.9,Long,Business,Silver,12,138.59,200,164,36,3.0,171.59,146,0.97,0.824,261.98
Business,Mobile,Leeds,Cologne,99.1,Short,Student,None,7,351.44,100,55,45,2.259,69.72,18,1.136,0.555,104.69
Standard,Mobile,Leeds,Amsterdam,244.0,Medium,Senior,None,17,232.1,200,94,106,0.619,62.65,35,1.01,0.473,52.74
Standard,Web,London,Paris,809.2,Long,Business,Gold,19,118.17,300,208,92,1.68,123.31,82,1.026,0.696,146.17
Standard,Mobile,Leeds,Frankfurt,243.8,Medium,Leisure,None,3,387.94,250,76,174,0.516,65.19,83,0.978,0.307,53.25
Standard,Mobile,Edinburgh,Lyon,197.5,Short,Student,None,6,407.06,100,98,2,1.19,54.64,25,1.172,0.984,61.1
Standard,Station,Birmingham,Brussels,85.3,Short,Business,Platinum,12,492.94,300,288,12,0.701,48.01,135,0.996,0.96,34.01
Standard,Station,London,Amsterdam,1077.5,Long,Business,None,0,244.63,200,170,30,1.551,158.13,131,1.002,0.853,182.88
Standard,Agent,Manchester,Amsterdam,114.3,Short,Leisure,None,17,37.6,100,33,67,1.579,46.4,57,1.004,0.337,52.14
First,Station,Edinburgh,Amsterdam,1112.6,Long,Senior,Platinum,13,268.28,250,88,162,0.941,200.89,54,0.967,0.352,170.34
First,Station,London,Lyon,124.7,Short,Business,Silver,7,31.16,300,226,74,2.574,71.53,16,1.128,0.754,103.79
First,Web,Birmingham,Paris,490.9,Medium,Business,Silver,9,474.84,250,215,35,2.418,119.18,148,1.029,0.86,160.15
Standard,Station,Manchester,Paris,549.2,Medium,Leisure,None,7,103.91,250,84,166,2.568,101.77,133,0.994,0.338,140.2
Standard,Mobile,Birmingham,Cologne,314.1,Medium,Student,Platinum,2,464.19,150,104,46,1.866,89.22,61,0.986,0.695,103.97
Standard,Web,Birmingham,Cologne,273.4,Medium,Leisure,None,2,476.01,300,236,64,0.521,72.06,159,0.96,0.789,58.68
Standard,Web,Manchester,Paris,1485.9,Long,Student,None,5,392.22,200,83,117,2.809,209.44,24,1.118,0.415,346.33
Standard,Mobile,Leeds,Rotterdam,546.4,Medium,Leisure,None,10,61.91,100,42,58,2.798,101.71,128,1.005,0.423,153.93
Standard,Web,Bristol,Cologne,927.5,Long,Business,Silver,3,288.02,300,285,15,1.859,141.12,63,0.998,0.952,171.73
Standard,Web,Birmingham,Rotterdam,184.2,Short,Business,Gold,19,190.05,300,174,126,2.76,76.1,173,1.048,0.581,117.58
Standard,Mobile,Leeds,Paris,150.6,Short,Business,None,15,413.7,100,49,51,1.167,44.88,172,0.968,0.492,52.06
Standard,Station,Glasgow,Amsterdam,115.6,Short,Business,None,10,165.06,300,99,201,1.793,45.52,88,0.972,0.332,59.43
First,Station,Manchester,Brussels,181.0,Short,Leisure,Silver,19,236.6,300,97,203,2.223,80.89,125,1.019,0.326,106.33
First,Web,Birmingham,Amsterdam,470.1,Medium,Business,Platinum,1,295.37,100,48,52,1.757,106.83,80,0.99,0.481,106.92
Business,Web,Bristol,Rotterdam,530.6,Medium,Senior,None,4,36.95,300,220,80,2.623,116.79,111,0.98,0.734,163.86
First,Web,Glasgow,Cologne,976.0,Long,Student,Silver,4,312.26,100,72,28,1.855,170.62,167,0.956,0.724,205.82
Standard,Web,Manchester,Brussels,169.8,Short,Leisure,Gold,15,185.25,100,45,55,0.918,49.4,28,1.165,0.458,43.13
Business,Web,London,Brussels,346.8,Medium,Senior,Gold,13,274.01,200,164,36,2.573,98.3,124,1.036,0.82,133.98
Business,Agent,London,Paris,1261.6,Long,Student,Gold,6,79.92,300,186,114,2.268,195.54,123,1.048,0.623,265.01
Standard,Mobile,Leeds,Frankfurt,992.0,Long,Leisure,None,0,181.19,200,172,28,1.782,155.34,5,1.396,0.86,235.31
Standard,Web,London,Lyon,964.7,Long,Business,Silver,1,299.26,200,189,11,1.744,152.65,15,1.163,0.947,194.76
Business,Web,Edinburgh,Frankfurt,1317.0,Long,Leisure,None,13,294.36,200,93,107,2.227,213.13,105,0.97,0.466,281.96
Standard,Mobile,Birmingham,Brussels,250.0,Medium,Leisure,Silver,4,95.82,150,92,58,2.16,70.85,49,1.026,0.614,93.49
Business,Mobile,Birmingham,Frankfurt,1435.4,Long,Student,None,12,219.05,250,84,166,1.154,204.89,4,1.381,0.337,235.77
Standard,Web,Manchester,Cologne,403.5,Medium,Leisure,None,12,269.36,300,250,50,2.374,78.28,14,1.185,0.834,120.99
Standard,Agent,Edinburgh,Brussels,1172.5,Long,Business,None,6,58.99,200,105,95,2.637,173.85,138,1.034,0.526,268.71
Standard,Web,Birmingham,Amsterdam,110.8,Short,Business,Platinum,14,307.7,150,113,37,1.09,57.08,87,0.96,0.756,52.01
Standard,Web,Manchester,Cologne,1181.3,Long,Senior,Gold,9,131.23,150,85,65,1.624,168.92,125,1.014,0.567,188.97
First,Web,Bristol,Amsterdam,483.9,Medium,Leisure,None,1,461.7,300,120,180,1.262,113.79,101,1.034,0.4,125.44
Business,Mobile,Birmingham,Cologne,180.3,Short,Leisure,None,18,148.9,300,91,209,0.945,70.79,44,1.003,0.305,63.07
Standard,Web,Leeds,Paris,178.2,Short,Business,None,12,397.93,250,187,63,0.73,53.74,77,1.022,0.748,52.74
Standard,Web,Birmingham,Rotterdam,922.0,Long,Student,None,5,299.44,250,238,12,2.573,151.2,164,0.972,0.954,218.68
First,Web,Bristol,Cologne,446.3,Medium,Senior,Gold,0,348.97,150,139,11,1.066,109.35,128,1.013,0.932,105.45
Standard,Mobile,Bristol,Lyon,1302.5,Long,Leisure,Gold,0,452.85,100,95,5,2.069,184.95,160,1.01,0.958,235.65
Standard,Web,Birmingham,Amsterdam,164.7,Short,Business,Gold,11,426.95,200,156,44,1.593,53.49,109,0.977,0.782,56.86
Standard,Web,Bristol,Cologne,556.4,Medium,Leisure,Platinum,13,81.32,300,180,120,1.762,115.49,65,1.042,0.6,133.03
First,Web,Manchester,Lyon,174.8,Short,Student,None,10,468.2,300,200,100,1.838,80.28,4,1.393,0.668,120.56
First,Web,Birmingham,Paris,487.1,Medium,Leisure,Platinum,0,86.56,250,202,48,2.046,129.47,126,1.021,0.808,156.03
Standard,Mobile,Birmingham,Cologne,499.5,Medium,Student,Gold,4,171.87,200,101,99,2.491,98.25,1,1.359,0.509,169.14
Standard,Web,London,Rotterdam,523.0,Medium,Leisure,Silver,2,271.1,300,130,170,0.942,96.73,124,0.95,0.434,84.23
Business,Web,Leeds,Lyon,175.7,Short,Student,Platinum,12,468.01,250,87,163,1.284,78.62,77,1.045,0.348,79.64
First,Mobile,Birmingham,Rotterdam,102.9,Short,Leisure,Platinum,4,321.05,100,63,37,0.784,77.46,21,1.172,0.634,58.3
Standard,Web,Glasgow,Cologne,167.3,Short,Business,Platinum,12,439.98,200,72,128,2.241,57.87,79,0.965,0.364,67.98
Standard,Web,London,Amsterdam,1454.3,Long,Business,None,9,472.03,200,124,76,1.283,211.9,169,1.005,0.622,229.8
First,Web,Bristol,Amsterdam,84.9,Short,Leisure,None,2,379.27,250,217,33,2.486,74.02,41,0.96,0.869,100.42
Standard,Station,Leeds,Frankfurt,219.3,Medium,Leisure,Platinum,0,251.32,250,101,149,2.318,61.33,10,1.178,0.407,89.05
Standard,Mobile,Leeds,Frankfurt,229.0,Medium,Leisure,None,12,206.25,150,57,93,0.608,70.11,117,0.987,0.384,69.64
Standard,Station,Bristol,Cologne,795.0,Long,Leisure,Gold,4,152.08,300,141,159,0.755,125.03,132,0.954,0.472,112.5
Standard,Station,Manchester,Frankfurt,188.0,Short,Leisure,Gold,10,263.16,100,35,65,2.006,54.98,172,0.953,0.358,65.6
Standard,Agent,London,Cologne,69.0,Short,Business,Gold,11,43.06,250,138,112,2.254,35.98,166,0.974,0.555,54.94
Standard,Mobile,Birmingham,Cologne,499.0,Medium,Business,None,10,129.51,150,108,42,1.427,110.07,24,1.119,0.726,127.88
First,Mobile,London,Rotterdam,1380.3,Long,Student,Silver,14,192.0,300,189,111,0.999,208.96,152,1.05,0.63,211.6
Standard,Web,Bristol,Lyon,551.0,Medium,Leisure,Platinum,5,429.62,200,160,40,0.896,99.72,19,1.195,0.804,85.02
Standard,Web,Bristol,Amsterdam,112.5,Short,Leisure,Silver,2,200.53,200,76,124,1.101,42.81,84,1.038,0.384,33.0
Standard,Mobile,Glasgow,Paris,398.1,Medium,Student,Gold,15,134.97,150,80,70,0.915,79.67,116,0.988,0.538,73.68
Business,Agent,Manchester,Brussels,890.9,Long,Business,Gold,12,395.69,100,59,41,1.303,140.57,171,0.952,0.592,143.91
Business,Web,Leeds,Amsterdam,258.9,Medium,Leisure,None,15,472.72,300,186,114,1.726,74.41,75,0.989,0.622,97.55
Standard,Mobile,Leeds,Frankfurt,284.9,Medium,Leisure,None,4,391.9,150,52,98,2.195,72.92,123,1.027,0.348,104.82
First,Web,Bristol,Cologne,253.9,Medium,Leisure,Gold,14,80.37,200,69,131,2.667,80.82,87,0.96,0.345,116.33
Standard,Web,London,Frankfurt,966.8,Long,Leisure,None,15,173.76,250,89,161,2.311,162.05,79,0.969,0.359,228.77
Business,Web,Leeds,Lyon,268.1,Medium,Student,None,0,309.39,200,79,121,2.13,74.59,85,0.977,0.398,91.11
Standard,Mobile,Glasgow,Frankfurt,361.4,Medium,Leisure,Platinum,7,114.09,100,30,70,2.469,65.31,100,0.957,0.3,83.22
First,Web,Glasgow,Lyon,177.7,Short,Senior,Silver,19,325.56,200,102,98,2.761,93.15,127,0.986,0.511,139.44
Standard,Mobile,Birmingham,Paris,461.8,Medium,Student,Platinum,4,133.29,100,58,42,1.075,94.49,141,0.985,0.588,86.68
Standard,Station,Birmingham,Cologne,465.1,Medium,Business,None,6,280.5,200,136,64,2.056,95.91,32,0.997,0.684,128.4
Business,Station,London,Frankfurt,171.8,Short,Leisure,Silver,9,359.25,200,63,137,0.594,87.52,10,1.105,0.319,74.33
Standard,Web,Manchester,Lyon,637.1,Long,Leisure,None,15,397.67,100,61,39,2.979,99.39,59,0.972,0.612,159.38
Standard,Station,Birmingham,Frankfurt,517.8,Medium,Business,None,4,404.27,100,95,5,2.645,107.23,46,1.0,0.957,167.59
Standard,Web,London,Lyon,79.5,Short,Leisure,Platinum,19,391.88,100,82,18,1.423,29.34,101,1.032,0.826,26.51
First,Web,London,Rotterdam,911.3,Long,Senior,None,10,85.81,200,105,95,2.038,158.15,123,0.959,0.525,190.27
Standard,Mobile,Bristol,Cologne,96.2,Short,Leisure,None,17,494.88,100,66,34,1.863,54.23,32,0.96,0.668,80.0
Standard,Web,Leeds,Cologne,242.3,Medium,Business,Gold,19,390.63,300,236,64,2.61,65.67,177,0.958,0.789,87.79
Business,Web,Bristol,Amsterdam,269.5,Medium,Business,Gold,12,69.98,250,102,148,1.696,61.75,84,0.999,0.408,65.58
Standard,Web,Leeds,Lyon,1460.7,Long,Student,Platinum,18,354.83,150,52,98,0.829,204.65,39,0.968,0.35,158.48
Standard,Mobile,Manchester,Brussels,1140.2,Long,Business,None,11,245.6,200,146,54,1.701,163.6,179,0.987,0.733,197.73
Business,Web,Manchester,Paris,389.6,Medium,Business,None,17,225.42,100,81,19,0.796,100.59,144,0.989,0.816,93.91
Standard,Mobile,Manchester,Amsterdam,163.7,Short,Senior,Silver,14,344.77,100,66,34,2.519,56.86,39,0.961,0.66,87.74
Standard,Mobile,London,Paris,525.5,Medium,Leisure,Silver,5,100.59,300,236,64,0.916,101.45,60,1.045,0.787,96.33
Standard,Mobile,London,Amsterdam,699.2,Long,Leisure,None,9,499.73,200,160,40,1.423,109.67,133,1.012,0.803,129.9
First,Station,Bristol,Frankfurt,161.1,Short,Leisure,None,16,281.35,150,112,38,0.765,73.58,81,1.025,0.751,67.64
Standard,Web,Birmingham,Lyon,1439.2,Long,Business,Gold,9,305.42,200,191,9,1.446,210.8,176,1.017,0.956,219.96
Business,Web,Glasgow,Frankfurt,137.8,Short,Leisure,Gold,3,224.09,250,168,82,2.908,66.48,26,1.145,0.675,103.25
First,Web,Leeds,Paris,142.1,Short,Leisure,None,7,310.84,200,68,132,2.824,83.65,51,1.045,0.34,132.4
Standard,Web,Leeds,Cologne,180.6,Short,Leisure,Platinum,4,338.73,150,104,46,1.908,47.66,68,0.984,0.696,51.57
First,Mobile,Manchester,Paris,151.9,Short,Student,None,18,185.84,250,187,63,2.096,66.21,102,1.044,0.748,85.72
Standard,Web,Leeds,Amsterdam,1495.7,Long,Business,Platinum,17,241.8,250,134,116,1.38,216.03,110,1.013,0.539,220.14
Standard,Web,Edinburgh,Paris,854.4,Long,Student,Platinum,15,142.69,150,94,56,1.026,148.91,154,0.994,0.631,126.5
First,Mobile,Manchester,Lyon,538.2,Medium,Leisure,Silver,3,390.54,300,251,49,1.195,109.96,20,1.168,0.839,117.0
Business,Mobile,Glasgow,Paris,445.0,Medium,Business,Silver,6,373.94,100,80,20,0.698,93.08,71,1.033,0.803,87.6
Standard,Mobile,Leeds,Frankfurt,346.3,Medium,Business,None,7,409.25,300,127,173,1.613,71.93,152,1.043,0.424,87.58
Standard,Station,Bristol,Cologne,1394.8,Long,Business,Gold,14,357.36,250,116,134,0.713,200.96,67,1.012,0.467,172.5
Standard,Mobile,Leeds,Lyon,1496.6,Long,Leisure,None,8,29.65,150,104,46,1.431,221.77,50,1.018,0.699,266.08
Standard,Mobile,London,Paris,58.7,Short,Leisure,Silver,6,111.75,300,171,129,2.628,32.78,118,1.045,0.573,43.6
Standard,Web,Bristol,Brussels,570.2,Medium,Senior,Silver,8,206.53,300,247,53,1.477,100.52,16,1.151,0.825,110.72
Standard,Agent,Bristol,Brussels,281.2,Medium,Student,None,19,132.41,100,37,63,1.589,62.62,161,1.038,0.371,82.68
First,Mobile,Bristol,Cologne,784.7,Long,Leisure,Platinum,0,275.22,300,158,142,1.817,157.62,178,1.004,0.528,174.72
Standard,Web,Edinburgh,Frankfurt,216.7,Medium,Senior,Gold,6,451.1,200,111,89,1.286,63.33,116,1.034,0.557,67.95
Standard,Web,Edinburgh,Amsterdam,1430.0,Long,Leisure,None,1,374.26,150,90,60,0.705,214.55,89,1.009,0.601,197.71
First,Mobile,Leeds,Amsterdam,1283.5,Long,Leisure,Silver,14,147.94,300,250,50,2.404,218.18,119,0.974,0.836,299.45
First,Agent,Manchester,Cologne,221.4,Medium,Student,None,9,210.83,100,31,69,1.103,93.88,115,0.969,0.313,95.33
Standard,Web,Leeds,Paris,1170.2,Long,Leisure,Platinum,8,44.94,250,100,150,0.863,171.71,130,0.982,0.401,145.98
Standard,Web,Leeds,Lyon,248.1,Medium,Leisure,None,15,22.99,200,137,63,0.718,76.54,59,0.977,0.686,73.78
Standard,Station,Leeds,Cologne,500.6,Medium,Leisure,Platinum,5,224.06,200,128,72,2.201,81.3,41,0.99,0.641,96.24
Standard,Station,Glasgow,Amsterdam,968.1,Long,Business,None,11,369.41,100,96,4,0.543,162.01,62,1.02,0.966,145.04
Standard,Web,London,Brussels,57.8,Short,Leisure,None,7,433.19,250,84,166,1.984,34.23,84,1.036,0.339,44.89
First,Web,Bristol,Amsterdam,174.4,Short,Leisure,Gold,8,227.11,300,152,148,1.371,88.87,130,0.966,0.508,97.89
Standard,Mobile,Birmingham,Brussels,429.0,Medium,Senior,None,6,106.52,200,169,31,1.767,94.42,7,1.157,0.845,119.24
Standard,Web,Glasgow,Amsterdam,509.1,Medium,Leisure,Platinum,13,145.46,150,145,5,2.768,92.09,126,1.016,0.973,134.04
Standard,Station,Manchester,Frankfurt,1207.1,Long,Leisure,None,10,233.83,200,199,1,0.502,176.81,118,1.004,0.996,152.15
Standard,Web,Manchester,Cologne,991.0,Long,Student,Platinum,11,331.8,200,100,100,2.088,144.27,136,0.957,0.504,171.91
Standard,Web,Bristol,Lyon,479.5,Medium,Leisure,Platinum,18,280.56,200,143,57,2.734,84.07,3,1.414,0.717,147.81
Business,Web,Manchester,Cologne,205.9,Medium,Leisure,Gold,9,423.5,200,194,6,1.111,75.4,142,0.983,0.97,67.26
Standard,Web,Bristol,Rotterdam,335.9,Medium,Senior,Silver,18,28.89,250,246,4,0.791,62.89,87,0.974,0.984,58.56
Standard,Web,Manchester,Paris,511.1,Medium,Senior,Silver,12,496.22,100,38,62,1.474,107.43,72,0.994,0.382,117.28
Standard,Web,Leeds,Brussels,164.5,Short,Leisure,Silver,2,466.02,200,109,91,2.878,58.28,33,1.021,0.548,88.03
Business,Mobile,London,Amsterdam,555.0,Medium,Student,Platinum,15,91.83,300,244,56,1.959,116.07,155,1.005,0.814,126.22
Standard,Web,Glasgow,Paris,444.4,Medium,Student,None,4,43.12,100,69,31,2.868,84.17,11,1.125,0.691,138.94
Standard,Station,Glasgow,Brussels,191.3,Short,Business,None,7,316.47,200,140,60,1.176,68.92,97,0.966,0.703,77.04
Business,Web,Manchester,Cologne,1101.9,Long,Business,Platinum,0,366.27,200,120,80,2.303,186.01,11,1.135,0.601,251.19
Standard,Mobile,Glasgow,Brussels,400.2,Medium,Leisure,None,13,248.13,150,133,17,1.188,77.11,107,0.953,0.891,80.33
Standard,Web,Manchester,Frankfurt,79.6,Short,Leisure,None,19,153.57,250,86,164,1.79,41.51,18,1.188,0.345,48.73
Standard,Web,Birmingham,Amsterdam,511.5,Medium,Business,Silver,4,326.79,100,46,54,2.761,103.52,92,0.979,0.46,146.06
Standard,Mobile,Glasgow,Rotterdam,153.8,Short,Student,Platinum,15,325.2,200,158,42,0.72,54.77,90,1.039,0.792,45.88
Standard,Mobile,London,Cologne,119.1,Short,Business,None,0,91.2,100,87,13,1.24,44.48,94,1.022,0.874,44.97
First,Mobile,Glasgow,Rotterdam,678.4,Long,Leisure,Platinum,2,403.75,250,244,6,1.387,145.79,109,1.044,0.979,148.65
Standard,Mobile,Leeds,Paris,713.1,Long,Leisure,None,2,379.77,100,50,50,0.646,124.97,74,1.008,0.507,120.1
Standard,Mobile,London,Amsterdam,67.2,Short,Business,Gold,10,60.72,150,68,82,1.093,44.02,170,1.026,0.454,47.46
Standard,Web,Glasgow,Cologne,938.0,Long,Business,None,10,241.98,100,48,52,0.657,135.78,3,1.367,0.481,122.63
Standard,Station,London,Rotterdam,73.8,Short,Leisure,None,19,208.84,100,47,53,1.236,35.8,32,1.017,0.475,34.76
Standard,Mobile,Glasgow,Amsterdam,179.1,Short,Business,Gold,4,241.99,150,95,55,0.57,58.38,36,1.004,0.634,48.95
Business,Agent,Manchester,Lyon,184.9,Short,Business,Silver,11,241.42,250,124,126,0.597,56.85,138,0.997,0.499,56.92
Standard,Station,Edinburgh,Brussels,178.5,Short,Leisure,None,5,271.54,300,119,181,1.087,51.67,115,0.973,0.397,51.57
First,Web,Manchester,Rotterdam,443.5,Medium,Leisure,Silver,15,153.06,250,84,166,1.447,110.33,55,1.019,0.338,123.32
Standard,Web,Bristol,Brussels,1136.7,Long,Leisure,Silver,5,245.42,200,95,105,1.496,172.55,117,1.002,0.479,184.61
Standard,Mobile,Glasgow,Lyon,183.6,Short,Senior,None,8,67.76,200,174,26,1.377,52.78,25,1.186,0.872,58.31
Standard,Mobile,Birmingham,Lyon,362.5,Medium,Leisure,None,9,104.81,150,133,17,1.784,76.09,162,0.959,0.891,91.36
Standard,Mobile,London,Amsterdam,224.9,Medium,Business,Silver,13,62.26,100,71,29,2.783,51.13,153,0.957,0.714,72.41
Standard,Mobile,Bristol,Brussels,120.6,Short,Business,None,14,109.36,150,86,64,1.645,48.18,8,1.11,0.577,60.39
Standard,Web,Leeds,Paris,421.5,Medium,Leisure,Silver,6,22.08,100,48,52,0.75,87.97,53,0.982,0.487,77.83
First,Web,Bristol,Frankfurt,419.8,Medium,Leisure,Gold,19,38.16,200,65,135,2.204,103.41,10,1.181,0.328,147.36
Standard,Web,Edinburgh,Cologne,73.9,Short,Business,Gold,4,402.38,200,198,2,2.889,40.7,78,1.006,0.993,61.04
Standard,Mobile,Glasgow,Lyon,513.4,Medium,Business,Silver,6,115.58,100,56,44,0.989,100.26,93,1.011,0.567,99.45
Standard,Mobile,London,Paris,159.8,Short,Leisure,Silver,7,269.6,300,168,132,0.984,56.95,129,1.005,0.561,57.21
Standard,Web,Manchester,Paris,84.5,Short,Leisure,None,13,197.78,300,173,127,1.128,38.59,147,1.009,0.578,40.68
Standard,Mobile,London,Amsterdam,420.5,Medium,Business,Platinum,14,177.93,200,168,32,0.623,89.5,20,1.101,0.844,70.9
Standard,Web,Birmingham,Lyon,516.1,Medium,Business,Silver,16,431.41,250,190,60,2.515,95.06,48,1.021,0.761,135.2
Standard,Web,London,Paris,203.1,Medium,Leisure,None,19,253.39,150,144,6,1.453,63.09,72,1.029,0.96,72.93
First,Mobile,Bristol,Frankfurt,310.1,Medium,Business,None,15,268.07,150,52,98,2.436,79.17,58,1.047,0.352,111.27
Business,Web,Bristol,Paris,388.8,Medium,Senior,Gold,8,240.37,250,243,7,2.065,100.14,38,1.018,0.973,130.1
Standard,Mobile,Manchester,Frankfurt,538.0,Medium,Leisure,Silver,10,149.09,150,106,44,0.781,103.11,170,1.003,0.713,103.21
Standard,Station,Manchester,Rotterdam,519.6,Medium,Business,None,3,347.96,100,95,5,1.864,99.17,88,1.003,0.951,131.48
Business,Station,Manchester,Frankfurt,735.9,Long,Business,Silver,1,42.65,100,83,17,2.291,134.41,7,1.133,0.835,195.62
Standard,Web,Leeds,Frankfurt,1016.5,Long,Leisure,Gold,1,155.11,300,297,3,0.621,161.03,20,1.147,0.99,132.39
